student_id;order_timestamp;courses_list;courses_count;amount;order_id;user_id;is_bundle;campaign_id;attributed_post_id
67;2026-08-10 18:01:06;Аналитика старт;1;6490.0;ord_0069;usr_0067;False;camp_start_discount_55;1838
67;2026-09-05 17:04:40;ML про;1;8950.0;ord_0070;usr_0067;False;camp_bigtech_internships;1878
68;2026-09-08 17:53:12;Алгоритмы про, Алгоритмы старт;2;15000.0;ord_0071;usr_0068;True;camp_free_analytics_nosql;1893
69;2026-08-22 04:22:43;К ВУЗу;1;6950.0;ord_0072;usr_0069;False;camp_pro_ai_ml;1859
70;2026-08-18 19:10:04;Аналитика старт;1;8475.0;ord_0073;usr_0070;False;camp_warmup;1855
71;2026-08-23 14:57:08;Алгоритмы;1;8450.0;ord_0074;usr_0071;False;camp_pro_ai_ml;1859
72;2026-09-07 19:19:58;AI агенты, ML про;2;13950.0;ord_0075;usr_0072;True;camp_free_analytics_nosql;1893
73;2026-08-08 20:05:40;Алгоритмы старт;1;4995.0;ord_0076;usr_0073;False;camp_start_discount_55;1833
74;2026-09-06 10:34:28;AI агенты;1;8450.0;ord_0077;usr_0074;False;camp_bigtech_internships;1878
75;2026-08-18 18:53:33;Аналитика про, Аналитика старт;2;16950.0;ord_0078;usr_0075;True;camp_warmup;1854
76;2026-08-30 14:48:44;Алгоритмы про, Аналитика про;2;13950.0;ord_0079;usr_0076;True;camp_pro_ai_ml;1869
77;2026-08-31 17:54:30;Аналитика про;1;8450.0;ord_0080;usr_0077;False;camp_bigtech_internships;1875
78;2026-09-08 05:10:30;Data Science;1;6950.0;ord_0081;usr_0078;False;camp_free_analytics_nosql;1893
79;2026-08-14 04:09:52;Теория вероятностей;1;9950.0;ord_0082;usr_0079;False;camp_warmup;1846
80;2026-09-09 04:53:08;ML про;1;6975.0;ord_0083;usr_0080;False;camp_free_analytics_nosql;1893
81;2026-08-30 13:44:26;AI агенты;1;8450.0;ord_0084;usr_0081;False;camp_pro_ai_ml;1869
82;2026-08-11 12:46:14;Аналитика про, Аналитика старт;2;6490.0;ord_0085;usr_0082;True;camp_start_discount_55;1840
83;2026-08-10 07:52:44;Аналитика старт;1;6490.0;ord_0086;usr_0083;False;camp_start_discount_55;1837
84;2026-08-09 19:07:32;Backend старт;1;6490.0;ord_0087;usr_0084;False;camp_start_discount_55;1837
85;2026-08-24 15:57:32;Аналитика про;1;8950.0;ord_0088;usr_0085;False;camp_pro_ai_ml;1859
86;2026-08-10 16:16:30;Алгоритмы старт;1;4950.0;ord_0089;usr_0086;False;camp_start_discount_55;1837
87;2026-08-22 13:23:20;Алгоритмы про;1;7475.0;ord_0090;usr_0087;False;camp_pro_ai_ml;1859
88;2026-09-01 19:27:16;AI агенты;1;8950.0;ord_0091;usr_0088;False;camp_bigtech_internships;1875
89;2026-08-09 10:44:19;Алгоритмы;1;9900.0;ord_0092;usr_0089;False;camp_start_discount_55;1833
90;2026-08-31 01:05:18;Алгоритмы старт;1;6975.0;ord_0093;usr_0090;False;camp_bigtech_internships;1872
91;2026-08-24 00:44:40;ML старт;1;8950.0;ord_0094;usr_0091;False;camp_pro_ai_ml;1859
92;2026-08-21 15:14:39;Линейная алгебра;1;9950.0;ord_0095;usr_0092;False;camp_warmup;1857
93;2026-08-10 05:56:12;К ВУЗу;1;6950.0;ord_0096;usr_0093;False;camp_start_discount_55;1837
94;2026-09-04 18:49:47;Backend про;1;8950.0;ord_0097;usr_0094;False;camp_bigtech_internships;1878
95;2026-08-23 19:08:11;AI агенты, Аналитика про;2;14950.0;ord_0098;usr_0095;True;camp_pro_ai_ml;1859
96;2026-08-09 16:21:43;Аналитика старт;1;6490.0;ord_0099;usr_0096;False;camp_start_discount_55;1836
97;2026-09-06 17:27:55;Backend про;1;8950.0;ord_0100;usr_0097;False;camp_bigtech_internships;1881
98;2026-08-23 14:14:48;Аналитика про, Аналитика старт;2;14950.0;ord_0101;usr_0098;True;camp_pro_ai_ml;1859
99;2026-08-29 19:35:36;AI агенты;1;8450.0;ord_0102;usr_0099;False;camp_pro_ai_ml;1869
100;2026-09-07 09:30:42;Backend старт;1;8950.0;ord_0103;usr_0100;False;camp_free_analytics_nosql;1887
101;2026-08-20 17:34:00;Алгоритмы старт;1;8745.0;ord_0104;usr_0101;False;camp_warmup;1856
102;2026-09-07 12:59:48;AI агенты, ML про;2;12950.0;ord_0105;usr_0102;True;camp_free_analytics_nosql;1887
103;2026-08-09 18:46:42;Аналитика старт;1;6490.0;ord_0106;usr_0103;False;camp_start_discount_55;1837
104;2026-08-23 21:00:30;AI агенты, ML про;2;14950.0;ord_0107;usr_0104;True;camp_pro_ai_ml;1859
105;2026-09-06 11:55:22;Аналитика про;1;8950.0;ord_0108;usr_0105;False;camp_bigtech_internships;1878
106;2026-08-10 10:53:02;Backend старт, Алгоритмы старт;2;9900.0;ord_0109;usr_0106;True;camp_start_discount_55;1837
107;2026-08-23 18:28:17;AI агенты, Аналитика про;2;13950.0;ord_0110;usr_0107;True;camp_pro_ai_ml;1859
108;2026-09-09 04:53:08;AI агенты;1;6975.0;ord_0111;usr_0108;False;camp_free_analytics_nosql;1893
109;2026-09-05 17:57:36;ML про;1;8950.0;ord_0112;usr_0109;False;camp_bigtech_internships;1878
110;2026-09-07 10:27:06;AI агенты;1;8950.0;ord_0113;usr_0110;False;camp_free_analytics_nosql;1887
111;2026-08-24 16:49:26;Аналитика про;1;8950.0;ord_0114;usr_0111;False;camp_pro_ai_ml;1859
112;2026-08-11 18:41:42;ML про, ML старт;2;16950.0;ord_0115;usr_0112;True;camp_start_discount_55;1840
113;2026-09-06 15:14:57;Аналитика про;1;8950.0;ord_0116;usr_0113;False;camp_bigtech_internships;1881
114;2026-09-01 19:16:56;AI агенты, ML про;2;13950.0;ord_0117;usr_0114;True;camp_bigtech_internships;1875
115;2026-09-01 13:09:50;Аналитика про;1;8945.0;ord_0118;usr_0115;False;camp_bigtech_internships;1875
116;2026-08-25 10:01:02;АВ тестам, Аналитика про;2;14950.0;ord_0119;usr_0116;True;camp_pro_ai_ml;1859
117;2026-09-05 12:34:35;Аналитика про;1;8450.0;ord_0120;usr_0117;False;camp_bigtech_internships;1878
118;2026-08-23 08:24:45;Backend про;1;8450.0;ord_0121;usr_0118;False;camp_pro_ai_ml;1859
119;2026-09-07 11:34:36;Алгоритмы про;1;8950.0;ord_0122;usr_0119;False;camp_free_analytics_nosql;1887
120;2026-08-08 19:28:26;Аналитика старт;1;6490.0;ord_0123;usr_0120;False;camp_start_discount_55;1833
121;2026-08-25 11:38:56;AI агенты;1;8950.0;ord_0124;usr_0121;False;camp_pro_ai_ml;1859
122;2026-08-27 20:55:44;ML про, ML старт;2;14950.0;ord_0125;usr_0122;True;camp_pro_ai_ml;1869
123;2026-09-09 16:23:01;Data Science;1;6450.0;ord_0126;usr_0123;False;camp_free_analytics_nosql;1893
124;2026-09-04 06:34:32;Линейная алгебра;1;9950.0;ord_0127;usr_0124;False;camp_bigtech_internships;1878
125;2026-09-07 08:46:37;ML про;1;8950.0;ord_0128;usr_0125;False;camp_free_analytics_nosql;1887
126;2026-08-05 13:22:41;ML старт;1;8745.0;ord_0129;usr_0126;False;camp_warmup;1829
127;2026-09-05 17:27:41;ML про;1;8950.0;ord_0130;usr_0127;False;camp_bigtech_internships;1878
128;2026-09-02 11:55:47;Аналитика про;1;8945.0;ord_0131;usr_0128;False;camp_bigtech_internships;1875
129;2026-08-09 10:56:45;Аналитика старт;1;6490.0;ord_0132;usr_0129;False;camp_start_discount_55;1833
130;2026-08-15 14:59:16;Алгоритмы;1;9950.0;ord_0133;usr_0130;False;camp_warmup;1848
131;2026-08-04 17:05:46;Backend старт;1;8745.0;ord_0134;usr_0131;False;camp_warmup;1876
132;2026-08-13 11:39:13;Аналитика про;1;8745.0;ord_0135;usr_0132;False;camp_warmup;1845
133;2026-08-16 09:59:37;Аналитика про, Аналитика старт;2;9900.0;ord_0136;usr_0133;True;camp_warmup;1848
134;2026-08-31 08:06:47;Алгоритмы про;1;6975.0;ord_0137;usr_0134;False;camp_bigtech_internships;1872
135;2026-08-08 20:00:19;ML старт, Алгоритмы старт;2;9990.0;ord_0138;usr_0135;True;camp_start_discount_55;1833
136;2026-08-27 08:57:04;AI агенты, Backend про;2;14950.0;ord_0139;usr_0136;True;camp_pro_ai_ml;1869
137;2026-08-05 15:01:16;Backend старт;1;8475.0;ord_0140;usr_0137;False;camp_warmup;1829
138;2026-08-09 16:33:22;ML старт;1;6490.0;ord_0141;usr_0138;False;camp_start_discount_55;1836
138;2026-08-25 12:39:08;ML про;1;5750.0;ord_0142;usr_0138;False;camp_pro_ai_ml;1859
139;2026-09-01 20:30:07;AI агенты, ML старт;2;13950.0;ord_0143;usr_0139;True;camp_bigtech_internships;1875
140;2026-08-25 16:01:50;Аналитика старт;1;8450.0;ord_0144;usr_0140;False;camp_pro_ai_ml;1859
141;2026-08-24 14:48:12;Алгоритмы старт;1;7475.0;ord_0145;usr_0141;False;camp_pro_ai_ml;1859
142;2026-08-11 15:49:13;Аналитика старт;1;6490.0;ord_0146;usr_0142;False;camp_start_discount_55;1840
143;2026-08-16 13:21:36;К ВУЗу;1;6950.0;ord_0147;usr_0143;False;camp_warmup;1849
144;2026-08-29 11:51:08;Аналитика про, Аналитика старт;2;8950.0;ord_0148;usr_0144;True;camp_pro_ai_ml;1869
144;2026-09-01 15:30:39;Аналитика про;1;8950.0;ord_0149;usr_0144;False;camp_bigtech_internships;1875
145;2026-08-30 13:06:05;Аналитика про;1;8950.0;ord_0150;usr_0145;False;camp_pro_ai_ml;1869
146;2026-08-20 16:27:30;К ВУЗу;1;6950.0;ord_0151;usr_0146;False;camp_warmup;1856
147;2026-09-05 19:46:01;ML про, ML старт;2;14950.0;ord_0152;usr_0147;True;camp_bigtech_internships;1878
148;2026-08-25 09:49:25;AI агенты;1;7475.0;ord_0153;usr_0148;False;camp_pro_ai_ml;1859
149;2026-08-23 16:50:14;ML про;1;8950.0;ord_0154;usr_0149;False;camp_pro_ai_ml;1859
150;2026-09-06 13:11:45;Backend про;1;8950.0;ord_0155;usr_0150;False;camp_bigtech_internships;1880
151;2026-09-06 11:31:11;Аналитика про;1;7475.0;ord_0156;usr_0151;False;camp_bigtech_internships;1878
152;2026-08-10 08:42:13;ML старт;1;6490.0;ord_0157;usr_0152;False;camp_start_discount_55;1837
153;2026-08-13 18:30:59;Алгоритмы;1;5750.0;ord_0158;usr_0153;False;camp_warmup;1846
154;2026-09-06 13:40:03;Алгоритмы про;1;8950.0;ord_0159;usr_0154;False;camp_bigtech_internships;1880
155;2026-09-05 10:20:56;Backend про, Backend старт;2;14950.0;ord_0160;usr_0155;True;camp_bigtech_internships;1878
155;2026-09-05 12:13:44;Алгоритмы старт;1;7000.0;ord_0161;usr_0155;False;camp_bigtech_internships;1878
156;2026-08-22 10:54:14;Алгоритмы про, Алгоритмы старт;2;14950.0;ord_0162;usr_0156;True;camp_pro_ai_ml;1859
157;2026-08-31 06:39:53;AI агенты, ML про;2;14950.0;ord_0163;usr_0157;True;camp_bigtech_internships;1872
158;2026-08-10 12:37:30;Backend старт, Алгоритмы;2;9400.0;ord_0164;usr_0158;True;camp_start_discount_55;1837
159;2026-08-05 12:56:32;Backend про, Backend старт;2;16950.0;ord_0165;usr_0159;True;camp_warmup;1829
160;2026-08-09 02:39:44;Аналитика старт;1;4995.0;ord_0166;usr_0160;False;camp_start_discount_55;1833
161;2026-08-08 19:49:42;Backend старт, Алгоритмы старт;2;9990.0;ord_0167;usr_0161;True;camp_start_discount_55;1833
162;2026-08-15 12:51:04;К ВУЗу;1;6950.0;ord_0168;usr_0162;False;camp_warmup;1848
163;2026-08-26 01:23:32;AI агенты;1;8450.0;ord_0169;usr_0163;False;camp_pro_ai_ml;1859
164;2026-08-10 13:08:15;ML старт;1;8745.0;ord_0170;usr_0164;False;camp_start_discount_55;1837
165;2026-08-25 07:21:38;Аналитика про;1;8450.0;ord_0171;usr_0165;False;camp_pro_ai_ml;1859
166;2026-08-06 12:15:46;К ВУЗу;1;6950.0;ord_0172;usr_0166;False;camp_warmup;1830
167;2026-08-09 09:07:16;ML старт, Алгоритмы старт;2;9900.0;ord_0173;usr_0167;True;camp_start_discount_55;1833
168;2026-08-25 06:26:04;AI агенты, ML про;2;14950.0;ord_0174;usr_0168;True;camp_pro_ai_ml;1859
169;2026-09-05 15:47:16;Аналитика про;1;8950.0;ord_0175;usr_0169;False;camp_bigtech_internships;1878
170;2026-08-12 17:51:00;ML старт;1;6000.0;ord_0176;usr_0170;False;camp_warmup;1843
171;2026-08-31 18:20:33;Аналитика про;1;8950.0;ord_0177;usr_0171;False;camp_bigtech_internships;1875
172;2026-08-23 16:29:57;AI агенты;1;8950.0;ord_0178;usr_0172;False;camp_pro_ai_ml;1859
173;2026-08-11 07:48:36;ML старт, Алгоритмы старт;2;9900.0;ord_0179;usr_0173;True;camp_start_discount_55;1840
174;2026-09-05 18:41:16;ML про, Алгоритмы про;2;14950.0;ord_0180;usr_0174;True;camp_bigtech_internships;1878
175;2026-08-13 16:14:01;Теория вероятностей;1;9950.0;ord_0181;usr_0175;False;camp_warmup;1845
176;2026-08-09 16:29:58;Алгоритмы;1;6490.0;ord_0182;usr_0176;False;camp_start_discount_55;1836
177;2026-08-28 10:47:56;Аналитика старт;1;8950.0;ord_0183;usr_0177;False;camp_pro_ai_ml;1869
178;2026-08-26 09:15:13;AI агенты;1;8950.0;ord_0184;usr_0178;False;camp_pro_ai_ml;1859
179;2026-08-12 02:06:02;Аналитика старт;1;6490.0;ord_0185;usr_0179;False;camp_warmup;1843
180;2026-09-06 16:23:30;Алгоритмы старт;1;2237.5;ord_0186;usr_0180;False;camp_bigtech_internships;1881
181;2026-09-01 18:44:37;Аналитика про;1;8950.0;ord_0187;usr_0181;False;camp_bigtech_internships;1875
182;2026-09-02 10:14:11;Backend про;1;8950.0;ord_0188;usr_0182;False;camp_bigtech_internships;1875
183;2026-08-08 10:08:11;Backend старт;1;6490.0;ord_0189;usr_0183;False;camp_start_discount_55;1833
184;2026-08-09 17:20:07;Алгоритмы старт;1;4950.0;ord_0190;usr_0184;False;camp_start_discount_55;1836
185;2026-08-27 14:36:47;AI агенты, ML про;2;13950.0;ord_0191;usr_0185;True;camp_pro_ai_ml;1869
186;2026-08-10 06:13:10;Алгоритмы старт;1;4950.0;ord_0192;usr_0186;False;camp_start_discount_55;1837
187;2026-08-09 18:48:05;Алгоритмы старт, Аналитика старт;2;8990.0;ord_0193;usr_0187;True;camp_start_discount_55;1837
188;2026-09-06 01:03:43;Backend про;1;6975.0;ord_0194;usr_0188;False;camp_bigtech_internships;1878
189;2026-09-01 07:49:46;Аналитика старт;1;8945.0;ord_0195;usr_0189;False;camp_bigtech_internships;1875
190;2026-09-09 02:52:43;Мат анализ;1;9950.0;ord_0196;usr_0190;False;camp_free_analytics_nosql;1893
191;2026-08-27 15:11:14;AI агенты, Алгоритмы, Мат анализ, Теория вероятностей;4;29850.0;ord_0197;usr_0191;True;camp_pro_ai_ml;1869
192;2026-08-24 15:05:04;AI агенты, ML про;2;14950.0;ord_0198;usr_0192;True;camp_pro_ai_ml;1859
193;2026-09-06 11:49:34;AI агенты;1;8450.0;ord_0199;usr_0193;False;camp_bigtech_internships;1878
194;2026-08-24 16:25:21;Алгоритмы старт;1;8950.0;ord_0200;usr_0194;False;camp_pro_ai_ml;1859
195;2026-09-01 10:54:53;AI агенты;1;8450.0;ord_0201;usr_0195;False;camp_bigtech_internships;1875
196;2026-09-10 06:09:12;Линейная алгебра;1;9950.0;ord_0202;usr_0196;False;camp_free_analytics_nosql;1893
197;2026-09-04 15:39:31;AI агенты, Backend про;2;14950.0;ord_0203;usr_0197;True;camp_bigtech_internships;1878
198;2026-09-04 16:44:57;Аналитика старт;1;7475.0;ord_0204;usr_0198;False;camp_bigtech_internships;1878
199;2026-08-21 09:02:18;Мат анализ;1;9950.0;ord_0205;usr_0199;False;camp_warmup;1857
200;2026-08-22 19:40:16;Аналитика про, Аналитика старт;2;14950.0;ord_0206;usr_0200;True;camp_pro_ai_ml;1859
201;2026-08-24 17:28:20;Data Science;1;6950.0;ord_0207;usr_0201;False;camp_pro_ai_ml;1859
202;2026-08-25 19:24:14;AI агенты, Backend про;2;14950.0;ord_0208;usr_0202;True;camp_pro_ai_ml;1859
203;2026-08-23 20:42:20;AI агенты, Аналитика про;2;14950.0;ord_0209;usr_0203;True;camp_pro_ai_ml;1859
204;2026-09-07 13:39:13;ML про;1;8950.0;ord_0210;usr_0204;False;camp_free_analytics_nosql;1887
205;2026-09-03 15:01:50;Аналитика про;1;8950.0;ord_0211;usr_0205;False;camp_bigtech_internships;1877
206;2026-08-09 13:00:12;Backend старт, Алгоритмы;2;9990.0;ord_0212;usr_0206;True;camp_start_discount_55;1833
207;2026-08-09 10:15:38;Алгоритмы старт;1;6490.0;ord_0213;usr_0207;False;camp_start_discount_55;1833
208;2026-08-13 19:25:17;К ВУЗу;1;6450.0;ord_0214;usr_0208;False;camp_warmup;1846
209;2026-08-23 06:58:29;Backend про;1;8950.0;ord_0215;usr_0209;False;camp_pro_ai_ml;1859
210;2026-09-05 17:12:38;Аналитика старт;1;7475.0;ord_0216;usr_0210;False;camp_bigtech_internships;1878
211;2026-08-22 11:08:24;AI агенты, ML про;2;14950.0;ord_0217;usr_0211;True;camp_pro_ai_ml;1859
212;2026-09-09 15:03:44;Алгоритмы про, Алгоритмы старт;2;14950.0;ord_0218;usr_0212;True;camp_free_analytics_nosql;1893
213;2026-08-23 20:58:38;Аналитика про;1;8950.0;ord_0219;usr_0213;False;camp_pro_ai_ml;1859
214;2026-09-07 14:02:50;AI агенты;1;8950.0;ord_0220;usr_0214;False;camp_free_analytics_nosql;1887
215;2026-08-24 03:22:36;Алгоритмы про;1;6975.0;ord_0221;usr_0215;False;camp_pro_ai_ml;1859
216;2026-08-23 18:13:18;AI агенты;1;7475.0;ord_0222;usr_0216;False;camp_pro_ai_ml;1859
217;2026-08-10 14:24:20;К ВУЗу;1;6950.0;ord_0223;usr_0217;False;camp_start_discount_55;1837
218;2026-08-22 09:03:23;Backend про, Алгоритмы про;2;16950.0;ord_0224;usr_0218;True;camp_pro_ai_ml;1859
219;2026-08-28 13:23:53;Мат анализ;1;9950.0;ord_0225;usr_0219;False;camp_pro_ai_ml;1869
220;2026-08-22 19:19:35;Линейная алгебра;1;9950.0;ord_0226;usr_0220;False;camp_pro_ai_ml;1859
221;2026-08-23 07:41:37;Аналитика про, Аналитика старт;2;14950.0;ord_0227;usr_0221;True;camp_pro_ai_ml;1859
222;2026-08-05 18:52:56;Backend про, Backend старт;2;15950.0;ord_0228;usr_0222;True;camp_warmup;1829
223;2026-08-09 20:27:29;Алгоритмы старт;1;6490.0;ord_0229;usr_0223;False;camp_start_discount_55;1837
224;2026-09-09 08:55:28;Аналитика про;1;8450.0;ord_0230;usr_0224;False;camp_free_analytics_nosql;1893
225;2026-08-05 14:22:34;АВ тестам;1;8745.0;ord_0231;usr_0225;False;camp_warmup;1829
226;2026-09-01 17:03:44;ML старт;1;7475.0;ord_0232;usr_0226;False;camp_bigtech_internships;1875
227;2026-08-08 20:08:33;ML старт, Алгоритмы старт;2;9450.0;ord_0233;usr_0227;True;camp_start_discount_55;1833
228;2026-08-09 19:02:28;Data Science;1;6450.0;ord_0234;usr_0228;False;camp_start_discount_55;1837
228;2026-09-07 07:42:35;AI агенты;1;8950.0;ord_0235;usr_0228;False;camp_free_analytics_nosql;1887
229;2026-08-14 04:19:44;Теория вероятностей;1;9950.0;ord_0236;usr_0229;False;camp_warmup;1846
229;2026-08-23 15:38:51;AI агенты;1;8450.0;ord_0237;usr_0229;False;camp_pro_ai_ml;1859
