user_id;student_number;total_courses;total_spent;first_order;last_order
usr_0026;26;3;24440.0;2026-08-08 09:23:01;2026-08-31 14:03:44
usr_0027;27;1;8950.0;2026-08-29 14:47:39;2026-08-29 14:47:39
usr_0028;28;2;14950.0;2026-09-04 15:15:34;2026-09-04 15:15:34
usr_0029;29;1;8450.0;2026-08-28 18:20:56;2026-08-28 18:20:56
usr_0030;30;1;8950.0;2026-08-23 10:06:51;2026-08-23 10:06:51
usr_0031;31;1;7475.0;2026-09-05 11:00:21;2026-09-05 11:00:21
usr_0032;32;1;6490.0;2026-08-09 04:36:11;2026-08-09 04:36:11
usr_0033;33;2;9990.0;2026-08-08 16:26:36;2026-08-08 16:26:36
usr_0034;34;1;8945.0;2026-09-01 17:23:37;2026-09-01 17:23:37
usr_0035;35;1;4225.0;2026-09-02 22:38:59;2026-09-02 22:38:59
usr_0036;36;5;44750.0;2026-09-09 19:26:20;2026-09-09 19:26:20
usr_0037;37;1;5750.0;2026-09-02 04:13:14;2026-09-02 04:13:14
usr_0038;38;1;6490.0;2026-08-09 12:15:31;2026-08-09 12:15:31
usr_0039;39;1;9950.0;2026-08-27 17:02:28;2026-08-27 17:02:28
usr_0040;40;1;6490.0;2026-08-09 16:36:02;2026-08-09 16:36:02
usr_0041;41;1;6500.0;2026-08-12 10:22:39;2026-08-12 10:22:39
usr_0042;42;1;8450.0;2026-09-06 11:42:46;2026-09-06 11:42:46
usr_0043;43;2;12950.0;2026-09-05 07:16:30;2026-09-05 07:16:30
usr_0044;44;1;6975.0;2026-09-06 12:29:18;2026-09-06 12:29:18
usr_0045;45;1;5750.0;2026-08-14 10:04:52;2026-08-14 10:04:52
usr_0046;46;1;6450.0;2026-08-12 05:13:04;2026-08-12 05:13:04
usr_0047;47;2;9990.0;2026-08-08 12:24:55;2026-08-08 12:24:55
usr_0048;48;1;8950.0;2026-09-05 14:24:29;2026-09-05 14:24:29
usr_0049;49;2;14950.0;2026-09-06 14:51:02;2026-09-06 14:51:02
usr_0050;50;1;8950.0;2026-09-02 10:32:55;2026-09-02 10:32:55
usr_0051;51;1;2237.5;2026-09-06 15:46:24;2026-09-06 15:46:24
usr_0052;52;1;6450.0;2026-08-10 18:12:59;2026-08-10 18:12:59
usr_0053;53;1;4950.0;2026-08-09 13:57:35;2026-08-09 13:57:35
usr_0054;54;1;6490.0;2026-08-08 12:39:51;2026-08-08 12:39:51
usr_0055;55;1;2237.5;2026-09-06 15:35:13;2026-09-06 15:35:13
usr_0056;56;1;7475.0;2026-09-06 12:12:33;2026-09-06 12:12:33
usr_0057;57;1;4950.0;2026-08-10 00:14:10;2026-08-10 00:14:10
usr_0058;58;3;16390.0;2026-08-09 16:12:46;2026-08-09 16:12:46
usr_0059;59;1;8950.0;2026-09-06 13:32:21;2026-09-06 13:32:21
usr_0060;60;1;8950.0;2026-09-05 19:44:33;2026-09-05 19:44:33
usr_0061;61;2;13950.0;2026-08-27 19:44:33;2026-08-27 19:44:33
usr_0062;62;2;9990.0;2026-08-09 18:47:09;2026-08-09 18:47:09
usr_0063;63;3;21850.0;2026-08-09 19:29:08;2026-09-07 05:24:57
usr_0064;64;1;4995.0;2026-08-09 14:45:05;2026-08-09 14:45:05
usr_0065;65;1;6490.0;2026-08-09 18:45:20;2026-08-09 18:45:20
usr_0066;66;1;8745.0;2026-08-13 05:36:55;2026-08-13 05:36:55
usr_0067;67;2;15440.0;2026-08-10 18:01:06;2026-09-05 17:04:40
usr_0068;68;2;15000.0;2026-09-08 17:53:12;2026-09-08 17:53:12
usr_0069;69;1;6950.0;2026-08-22 04:22:43;2026-08-22 04:22:43
usr_0070;70;1;8475.0;2026-08-18 19:10:04;2026-08-18 19:10:04
usr_0071;71;1;8450.0;2026-08-23 14:57:08;2026-08-23 14:57:08
usr_0072;72;2;13950.0;2026-09-07 19:19:58;2026-09-07 19:19:58
usr_0073;73;1;4995.0;2026-08-08 20:05:40;2026-08-08 20:05:40
usr_0074;74;1;8450.0;2026-09-06 10:34:28;2026-09-06 10:34:28
usr_0075;75;2;16950.0;2026-08-18 18:53:33;2026-08-18 18:53:33
usr_0076;76;2;13950.0;2026-08-30 14:48:44;2026-08-30 14:48:44
usr_0077;77;1;8450.0;2026-08-31 17:54:30;2026-08-31 17:54:30
usr_0078;78;1;6950.0;2026-09-08 05:10:30;2026-09-08 05:10:30
usr_0079;79;1;9950.0;2026-08-14 04:09:52;2026-08-14 04:09:52
usr_0080;80;1;6975.0;2026-09-09 04:53:08;2026-09-09 04:53:08
usr_0081;81;1;8450.0;2026-08-30 13:44:26;2026-08-30 13:44:26
usr_0082;82;2;6490.0;2026-08-11 12:46:14;2026-08-11 12:46:14
usr_0083;83;1;6490.0;2026-08-10 07:52:44;2026-08-10 07:52:44
usr_0084;84;1;6490.0;2026-08-09 19:07:32;2026-08-09 19:07:32
usr_0085;85;1;8950.0;2026-08-24 15:57:32;2026-08-24 15:57:32
usr_0086;86;1;4950.0;2026-08-10 16:16:30;2026-08-10 16:16:30
usr_0087;87;1;7475.0;2026-08-22 13:23:20;2026-08-22 13:23:20
usr_0088;88;1;8950.0;2026-09-01 19:27:16;2026-09-01 19:27:16
usr_0089;89;1;9900.0;2026-08-09 10:44:19;2026-08-09 10:44:19
usr_0090;90;1;6975.0;2026-08-31 01:05:18;2026-08-31 01:05:18
usr_0091;91;1;8950.0;2026-08-24 00:44:40;2026-08-24 00:44:40
usr_0092;92;1;9950.0;2026-08-21 15:14:39;2026-08-21 15:14:39
usr_0093;93;1;6950.0;2026-08-10 05:56:12;2026-08-10 05:56:12
usr_0094;94;1;8950.0;2026-09-04 18:49:47;2026-09-04 18:49:47
usr_0095;95;2;14950.0;2026-08-23 19:08:11;2026-08-23 19:08:11
usr_0096;96;1;6490.0;2026-08-09 16:21:43;2026-08-09 16:21:43
usr_0097;97;1;8950.0;2026-09-06 17:27:55;2026-09-06 17:27:55
usr_0098;98;2;14950.0;2026-08-23 14:14:48;2026-08-23 14:14:48
usr_0099;99;1;8450.0;2026-08-29 19:35:36;2026-08-29 19:35:36
usr_0100;100;1;8950.0;2026-09-07 09:30:42;2026-09-07 09:30:42
usr_0101;101;1;8745.0;2026-08-20 17:34:00;2026-08-20 17:34:00
usr_0102;102;2;12950.0;2026-09-07 12:59:48;2026-09-07 12:59:48
usr_0103;103;1;6490.0;2026-08-09 18:46:42;2026-08-09 18:46:42
usr_0104;104;2;14950.0;2026-08-23 21:00:30;2026-08-23 21:00:30
usr_0105;105;1;8950.0;2026-09-06 11:55:22;2026-09-06 11:55:22
usr_0106;106;2;9900.0;2026-08-10 10:53:02;2026-08-10 10:53:02
usr_0107;107;2;13950.0;2026-08-23 18:28:17;2026-08-23 18:28:17
usr_0108;108;1;6975.0;2026-09-09 04:53:08;2026-09-09 04:53:08
usr_0109;109;1;8950.0;2026-09-05 17:57:36;2026-09-05 17:57:36
usr_0110;110;1;8950.0;2026-09-07 10:27:06;2026-09-07 10:27:06
usr_0111;111;1;8950.0;2026-08-24 16:49:26;2026-08-24 16:49:26
usr_0112;112;2;16950.0;2026-08-11 18:41:42;2026-08-11 18:41:42
usr_0113;113;1;8950.0;2026-09-06 15:14:57;2026-09-06 15:14:57
usr_0114;114;2;13950.0;2026-09-01 19:16:56;2026-09-01 19:16:56
usr_0115;115;1;8945.0;2026-09-01 13:09:50;2026-09-01 13:09:50
usr_0116;116;2;14950.0;2026-08-25 10:01:02;2026-08-25 10:01:02
usr_0117;117;1;8450.0;2026-09-05 12:34:35;2026-09-05 12:34:35
usr_0118;118;1;8450.0;2026-08-23 08:24:45;2026-08-23 08:24:45
usr_0119;119;1;8950.0;2026-09-07 11:34:36;2026-09-07 11:34:36
usr_0120;120;1;6490.0;2026-08-08 19:28:26;2026-08-08 19:28:26
usr_0121;121;1;8950.0;2026-08-25 11:38:56;2026-08-25 11:38:56
usr_0122;122;2;14950.0;2026-08-27 20:55:44;2026-08-27 20:55:44
usr_0123;123;1;6450.0;2026-09-09 16:23:01;2026-09-09 16:23:01
usr_0124;124;1;9950.0;2026-09-04 06:34:32;2026-09-04 06:34:32
usr_0125;125;1;8950.0;2026-09-07 08:46:37;2026-09-07 08:46:37
usr_0126;126;1;8745.0;2026-08-05 13:22:41;2026-08-05 13:22:41
usr_0127;127;1;8950.0;2026-09-05 17:27:41;2026-09-05 17:27:41
usr_0128;128;1;8945.0;2026-09-02 11:55:47;2026-09-02 11:55:47
usr_0129;129;1;6490.0;2026-08-09 10:56:45;2026-08-09 10:56:45
usr_0130;130;1;9950.0;2026-08-15 14:59:16;2026-08-15 14:59:16
usr_0131;131;1;8745.0;2026-08-04 17:05:46;2026-08-04 17:05:46
usr_0132;132;1;8745.0;2026-08-13 11:39:13;2026-08-13 11:39:13
usr_0133;133;2;9900.0;2026-08-16 09:59:37;2026-08-16 09:59:37
usr_0134;134;1;6975.0;2026-08-31 08:06:47;2026-08-31 08:06:47
usr_0135;135;2;9990.0;2026-08-08 20:00:19;2026-08-08 20:00:19
usr_0136;136;2;14950.0;2026-08-27 08:57:04;2026-08-27 08:57:04
usr_0137;137;1;8475.0;2026-08-05 15:01:16;2026-08-05 15:01:16
usr_0138;138;2;12240.0;2026-08-09 16:33:22;2026-08-25 12:39:08
usr_0139;139;2;13950.0;2026-09-01 20:30:07;2026-09-01 20:30:07
usr_0140;140;1;8450.0;2026-08-25 16:01:50;2026-08-25 16:01:50
usr_0141;141;1;7475.0;2026-08-24 14:48:12;2026-08-24 14:48:12
usr_0142;142;1;6490.0;2026-08-11 15:49:13;2026-08-11 15:49:13
usr_0143;143;1;6950.0;2026-08-16 13:21:36;2026-08-16 13:21:36
usr_0144;144;3;17900.0;2026-08-29 11:51:08;2026-09-01 15:30:39
usr_0145;145;1;8950.0;2026-08-30 13:06:05;2026-08-30 13:06:05
usr_0146;146;1;6950.0;2026-08-20 16:27:30;2026-08-20 16:27:30
usr_0147;147;2;14950.0;2026-09-05 19:46:01;2026-09-05 19:46:01
usr_0148;148;1;7475.0;2026-08-25 09:49:25;2026-08-25 09:49:25
usr_0149;149;1;8950.0;2026-08-23 16:50:14;2026-08-23 16:50:14
usr_0150;150;1;8950.0;2026-09-06 13:11:45;2026-09-06 13:11:45
usr_0151;151;1;7475.0;2026-09-06 11:31:11;2026-09-06 11:31:11
usr_0152;152;1;6490.0;2026-08-10 08:42:13;2026-08-10 08:42:13
usr_0153;153;1;5750.0;2026-08-13 18:30:59;2026-08-13 18:30:59
usr_0154;154;1;8950.0;2026-09-06 13:40:03;2026-09-06 13:40:03
usr_0155;155;3;21950.0;2026-09-05 10:20:56;2026-09-05 12:13:44
usr_0156;156;2;14950.0;2026-08-22 10:54:14;2026-08-22 10:54:14
usr_0157;157;2;14950.0;2026-08-31 06:39:53;2026-08-31 06:39:53
usr_0158;158;2;9400.0;2026-08-10 12:37:30;2026-08-10 12:37:30
usr_0159;159;2;16950.0;2026-08-05 12:56:32;2026-08-05 12:56:32
usr_0160;160;1;4995.0;2026-08-09 02:39:44;2026-08-09 02:39:44
usr_0161;161;2;9990.0;2026-08-08 19:49:42;2026-08-08 19:49:42
usr_0162;162;1;6950.0;2026-08-15 12:51:04;2026-08-15 12:51:04
usr_0163;163;1;8450.0;2026-08-26 01:23:32;2026-08-26 01:23:32
usr_0164;164;1;8745.0;2026-08-10 13:08:15;2026-08-10 13:08:15
usr_0165;165;1;8450.0;2026-08-25 07:21:38;2026-08-25 07:21:38
usr_0166;166;1;6950.0;2026-08-06 12:15:46;2026-08-06 12:15:46
usr_0167;167;2;9900.0;2026-08-09 09:07:16;2026-08-09 09:07:16
usr_0168;168;2;14950.0;2026-08-25 06:26:04;2026-08-25 06:26:04
usr_0169;169;1;8950.0;2026-09-05 15:47:16;2026-09-05 15:47:16
usr_0170;170;1;6000.0;2026-08-12 17:51:00;2026-08-12 17:51:00
usr_0171;171;1;8950.0;2026-08-31 18:20:33;2026-08-31 18:20:33
usr_0172;172;1;8950.0;2026-08-23 16:29:57;2026-08-23 16:29:57
usr_0173;173;2;9900.0;2026-08-11 07:48:36;2026-08-11 07:48:36
usr_0174;174;2;14950.0;2026-09-05 18:41:16;2026-09-05 18:41:16
usr_0175;175;1;9950.0;2026-08-13 16:14:01;2026-08-13 16:14:01
usr_0176;176;1;6490.0;2026-08-09 16:29:58;2026-08-09 16:29:58
usr_0177;177;1;8950.0;2026-08-28 10:47:56;2026-08-28 10:47:56
usr_0178;178;1;8950.0;2026-08-26 09:15:13;2026-08-26 09:15:13
usr_0179;179;1;6490.0;2026-08-12 02:06:02;2026-08-12 02:06:02
usr_0180;180;1;2237.5;2026-09-06 16:23:30;2026-09-06 16:23:30
usr_0181;181;1;8950.0;2026-09-01 18:44:37;2026-09-01 18:44:37
usr_0182;182;1;8950.0;2026-09-02 10:14:11;2026-09-02 10:14:11
usr_0183;183;1;6490.0;2026-08-08 10:08:11;2026-08-08 10:08:11
usr_0184;184;1;4950.0;2026-08-09 17:20:07;2026-08-09 17:20:07
usr_0185;185;2;13950.0;2026-08-27 14:36:47;2026-08-27 14:36:47
usr_0186;186;1;4950.0;2026-08-10 06:13:10;2026-08-10 06:13:10
usr_0187;187;2;8990.0;2026-08-09 18:48:05;2026-08-09 18:48:05
usr_0188;188;1;6975.0;2026-09-06 01:03:43;2026-09-06 01:03:43
usr_0189;189;1;8945.0;2026-09-01 07:49:46;2026-09-01 07:49:46
usr_0190;190;1;9950.0;2026-09-09 02:52:43;2026-09-09 02:52:43
usr_0191;191;4;29850.0;2026-08-27 15:11:14;2026-08-27 15:11:14
usr_0192;192;2;14950.0;2026-08-24 15:05:04;2026-08-24 15:05:04
usr_0193;193;1;8450.0;2026-09-06 11:49:34;2026-09-06 11:49:34
usr_0194;194;1;8950.0;2026-08-24 16:25:21;2026-08-24 16:25:21
usr_0195;195;1;8450.0;2026-09-01 10:54:53;2026-09-01 10:54:53
usr_0196;196;1;9950.0;2026-09-10 06:09:12;2026-09-10 06:09:12
usr_0197;197;2;14950.0;2026-09-04 15:39:31;2026-09-04 15:39:31
usr_0198;198;1;7475.0;2026-09-04 16:44:57;2026-09-04 16:44:57
usr_0199;199;1;9950.0;2026-08-21 09:02:18;2026-08-21 09:02:18
usr_0200;200;2;14950.0;2026-08-22 19:40:16;2026-08-22 19:40:16
usr_0201;201;1;6950.0;2026-08-24 17:28:20;2026-08-24 17:28:20
usr_0202;202;2;14950.0;2026-08-25 19:24:14;2026-08-25 19:24:14
usr_0203;203;2;14950.0;2026-08-23 20:42:20;2026-08-23 20:42:20
usr_0204;204;1;8950.0;2026-09-07 13:39:13;2026-09-07 13:39:13
usr_0205;205;1;8950.0;2026-09-03 15:01:50;2026-09-03 15:01:50
usr_0206;206;2;9990.0;2026-08-09 13:00:12;2026-08-09 13:00:12
usr_0207;207;1;6490.0;2026-08-09 10:15:38;2026-08-09 10:15:38
usr_0208;208;1;6450.0;2026-08-13 19:25:17;2026-08-13 19:25:17
usr_0209;209;1;8950.0;2026-08-23 06:58:29;2026-08-23 06:58:29
usr_0210;210;1;7475.0;2026-09-05 17:12:38;2026-09-05 17:12:38
usr_0211;211;2;14950.0;2026-08-22 11:08:24;2026-08-22 11:08:24
usr_0212;212;2;14950.0;2026-09-09 15:03:44;2026-09-09 15:03:44
usr_0213;213;1;8950.0;2026-08-23 20:58:38;2026-08-23 20:58:38
usr_0214;214;1;8950.0;2026-09-07 14:02:50;2026-09-07 14:02:50
usr_0215;215;1;6975.0;2026-08-24 03:22:36;2026-08-24 03:22:36
usr_0216;216;1;7475.0;2026-08-23 18:13:18;2026-08-23 18:13:18
usr_0217;217;1;6950.0;2026-08-10 14:24:20;2026-08-10 14:24:20
usr_0218;218;2;16950.0;2026-08-22 09:03:23;2026-08-22 09:03:23
usr_0219;219;1;9950.0;2026-08-28 13:23:53;2026-08-28 13:23:53
usr_0220;220;1;9950.0;2026-08-22 19:19:35;2026-08-22 19:19:35
usr_0221;221;2;14950.0;2026-08-23 07:41:37;2026-08-23 07:41:37
usr_0222;222;2;15950.0;2026-08-05 18:52:56;2026-08-05 18:52:56
usr_0223;223;1;6490.0;2026-08-09 20:27:29;2026-08-09 20:27:29
usr_0224;224;1;8450.0;2026-09-09 08:55:28;2026-09-09 08:55:28
usr_0225;225;1;8745.0;2026-08-05 14:22:34;2026-08-05 14:22:34
usr_0226;226;1;7475.0;2026-09-01 17:03:44;2026-09-01 17:03:44
usr_0227;227;2;9450.0;2026-08-08 20:08:33;2026-08-08 20:08:33
usr_0228;228;2;15400.0;2026-08-09 19:02:28;2026-09-07 07:42:35
usr_0229;229;2;18400.0;2026-08-14 04:19:44;2026-08-23 15:38:51
usr_0230;230;1;8950.0;2026-09-03 15:07:18;2026-09-03 15:07:18
usr_0231;231;5;41225.0;2026-09-01 18:08:01;2026-09-01 18:08:01
usr_0232;232;1;6490.0;2026-08-09 10:47:20;2026-08-09 10:47:20
usr_0233;233;1;6490.0;2026-08-08 18:51:08;2026-08-08 18:51:08
usr_0234;234;1;4950.0;2026-08-12 06:04:03;2026-08-12 06:04:03
usr_0235;235;1;8450.0;2026-08-23 16:04:24;2026-08-23 16:04:24
usr_0236;236;1;7475.0;2026-08-29 05:27:29;2026-08-29 05:27:29
usr_0237;237;1;8950.0;2026-08-23 13:29:45;2026-08-23 13:29:45
usr_0238;238;1;8950.0;2026-09-05 13:28:56;2026-09-05 13:28:56
usr_0239;239;1;8450.0;2026-08-31 17:06:09;2026-08-31 17:06:09
usr_0240;240;1;6450.0;2026-08-22 18:00:15;2026-08-22 18:00:15
usr_0241;241;1;8950.0;2026-08-30 17:07:59;2026-08-30 17:07:59
usr_0242;242;1;8950.0;2026-08-29 13:44:52;2026-08-29 13:44:52
usr_0243;243;1;8950.0;2026-08-24 10:40:35;2026-08-24 10:40:35
usr_0244;244;1;8950.0;2026-09-02 10:24:40;2026-09-02 10:24:40
usr_0245;245;1;8950.0;2026-09-05 15:54:58;2026-09-05 15:54:58
usr_0246;246;1;9950.0;2026-09-07 16:45:55;2026-09-07 16:45:55
usr_0247;247;2;14950.0;2026-09-01 14:59:35;2026-09-01 14:59:35
usr_0248;248;1;7475.0;2026-08-22 13:43:42;2026-08-22 13:43:42
usr_0249;249;1;6950.0;2026-08-07 19:38:55;2026-08-07 19:38:55
usr_0250;250;2;14950.0;2026-09-05 14:54:24;2026-09-05 14:54:24
usr_0251;251;1;9950.0;2026-09-06 18:05:45;2026-09-06 18:05:45
usr_0252;252;1;8950.0;2026-09-03 16:36:15;2026-09-03 16:36:15
usr_0253;253;1;8950.0;2026-08-30 17:04:49;2026-08-30 17:04:49
usr_0254;254;2;14950.0;2026-09-07 14:53:39;2026-09-07 14:53:39
usr_0255;255;1;8950.0;2026-08-26 14:52:53;2026-08-26 14:52:53
usr_0256;256;1;5990.0;2026-08-08 17:54:37;2026-08-08 17:54:37
usr_0257;257;1;8450.0;2026-08-23 20:56:06;2026-08-23 20:56:06
usr_0258;258;1;6490.0;2026-08-10 15:03:03;2026-08-10 15:03:03
usr_0259;259;1;8745.0;2026-08-08 07:59:01;2026-08-08 07:59:01
usr_0260;260;2;9900.0;2026-08-12 05:32:11;2026-08-12 05:32:11
usr_0261;261;1;8950.0;2026-09-06 16:06:04;2026-09-06 16:06:04
usr_0262;262;1;6490.0;2026-08-09 09:10:55;2026-08-09 09:10:55
usr_0263;263;2;14950.0;2026-08-22 19:53:10;2026-08-25 03:19:38
usr_0264;264;2;8450.0;2026-09-02 18:37:57;2026-09-02 18:37:57
usr_0265;265;1;5990.0;2026-08-08 16:25:28;2026-08-08 16:25:28
usr_0266;266;1;10000.0;2026-09-02 11:33:22;2026-09-02 11:33:22
usr_0267;267;1;8950.0;2026-08-31 08:26:17;2026-08-31 08:26:17
usr_0268;268;1;8950.0;2026-08-24 12:52:49;2026-08-24 12:52:49
usr_0269;269;1;7475.0;2026-08-25 22:26:03;2026-08-25 22:26:03
usr_0270;270;1;8950.0;2026-09-05 14:08:51;2026-09-05 14:08:51
usr_0271;271;2;14950.0;2026-09-03 12:55:50;2026-09-03 12:55:50
usr_0272;272;1;8950.0;2026-08-31 18:34:40;2026-08-31 18:34:40
usr_0273;273;1;8950.0;2026-09-03 08:17:51;2026-09-03 08:17:51
usr_0274;274;1;6975.0;2026-08-30 23:37:30;2026-08-30 23:37:30
usr_0275;275;3;22695.0;2026-08-13 09:51:23;2026-09-06 11:58:58
usr_0276;276;2;5750.0;2026-08-15 12:43:23;2026-08-15 12:43:23
usr_0277;277;1;5750.0;2026-08-22 11:24:53;2026-08-22 11:24:53
usr_0278;278;2;14950.0;2026-09-06 17:31:06;2026-09-06 17:31:06
usr_0279;279;1;6490.0;2026-08-09 09:48:26;2026-08-09 09:48:26
usr_0280;280;1;8245.0;2026-08-05 16:37:02;2026-08-05 16:37:02
usr_0281;281;1;4950.0;2026-08-11 12:02:08;2026-08-11 12:02:08
usr_0282;282;1;8745.0;2026-08-09 18:55:57;2026-08-09 18:55:57
usr_0283;283;2;14950.0;2026-09-09 13:34:09;2026-09-09 13:34:09
usr_0284;284;1;6975.0;2026-08-30 11:56:49;2026-08-30 11:56:49
usr_0285;285;2;13950.0;2026-08-30 08:22:49;2026-08-30 08:22:49
usr_0286;286;1;6490.0;2026-08-09 16:16:39;2026-08-09 16:16:39
usr_0287;287;1;6950.0;2026-08-19 07:46:07;2026-08-19 07:46:07
usr_0288;288;1;8945.0;2026-09-02 08:57:12;2026-09-02 08:57:12
usr_0289;289;1;8950.0;2026-08-28 16:24:51;2026-08-28 16:24:51
usr_0290;290;1;7475.0;2026-08-23 16:53:02;2026-08-23 16:53:02
usr_0291;291;2;19900.0;2026-08-06 10:06:16;2026-08-06 10:06:16
usr_0292;292;1;6975.0;2026-09-06 12:59:39;2026-09-06 12:59:39
usr_0293;293;1;8950.0;2026-08-22 11:35:35;2026-08-22 11:35:35
usr_0294;294;1;9950.0;2026-08-06 10:39:31;2026-08-06 10:39:31
usr_0295;295;1;6950.0;2026-08-06 10:14:55;2026-08-06 10:14:55
usr_0296;296;1;8950.0;2026-09-01 10:46:43;2026-09-01 10:46:43
usr_0297;297;1;8450.0;2026-08-22 17:26:07;2026-08-22 17:26:07
usr_0298;298;1;6975.0;2026-08-23 18:48:14;2026-08-23 18:48:14
usr_0299;299;1;8950.0;2026-08-24 16:58:19;2026-08-24 16:58:19
usr_0300;300;1;6950.0;2026-09-06 17:58:00;2026-09-06 17:58:00
usr_0301;301;2;17950.0;2026-08-31 20:57:15;2026-08-31 20:57:15
usr_0302;302;1;7475.0;2026-09-04 15:20:47;2026-09-04 15:20:47
usr_0303;303;2;14950.0;2026-09-04 15:21:52;2026-09-04 15:21:52
usr_0304;304;1;6950.0;2026-08-11 15:52:40;2026-08-11 15:52:40
usr_0305;305;2;14950.0;2026-08-31 17:03:19;2026-08-31 17:03:19
usr_0306;306;1;8950.0;2026-09-06 16:18:59;2026-09-06 16:18:59
usr_0307;307;1;8450.0;2026-08-23 15:39:57;2026-08-23 15:39:57
usr_0308;308;2;9900.0;2026-08-08 14:05:17;2026-08-08 14:05:17
usr_0309;309;1;8950.0;2026-09-05 09:55:40;2026-09-05 09:55:40
usr_0310;310;2;14950.0;2026-09-06 16:38:02;2026-09-06 16:38:02
usr_0311;311;2;9900.0;2026-08-11 16:15:41;2026-08-11 16:15:41
usr_0312;312;1;7475.0;2026-08-23 09:59:13;2026-08-23 09:59:13
usr_0313;313;1;9450.0;2026-08-07 11:58:49;2026-08-07 11:58:49
usr_0314;314;1;8950.0;2026-08-28 18:44:36;2026-08-28 18:44:36
usr_0315;315;2;14950.0;2026-08-23 16:40:25;2026-08-23 16:40:25
usr_0316;316;1;4495.0;2026-08-14 12:59:02;2026-08-14 12:59:02
usr_0317;317;1;8950.0;2026-09-04 13:16:14;2026-09-04 13:16:14
usr_0318;318;1;8450.0;2026-09-03 17:23:38;2026-09-03 17:23:38
usr_0319;319;1;4950.0;2026-08-09 17:25:06;2026-08-09 17:25:06
usr_0320;320;2;9990.0;2026-08-08 19:54:31;2026-08-08 19:54:31
usr_0321;321;1;6490.0;2026-08-09 16:24:15;2026-08-09 16:24:15
usr_0322;322;2;14950.0;2026-08-28 14:03:47;2026-08-28 14:03:47
usr_0323;323;2;9990.0;2026-08-09 18:56:09;2026-08-09 18:56:09
usr_0324;324;1;8450.0;2026-08-31 19:22:31;2026-08-31 19:22:31
usr_0325;325;1;9950.0;2026-08-06 11:41:17;2026-08-06 11:41:17
usr_0326;326;2;14950.0;2026-09-04 10:55:46;2026-09-04 10:55:46
usr_0327;327;1;8950.0;2026-09-06 12:45:38;2026-09-06 12:45:38
usr_0328;328;2;14950.0;2026-09-05 10:58:26;2026-09-05 10:58:26
usr_0329;329;1;6490.0;2026-08-09 16:51:47;2026-08-09 16:51:47
usr_0330;330;2;14950.0;2026-09-03 15:10:16;2026-09-03 15:10:16
usr_0331;331;2;9990.0;2026-08-09 16:31:09;2026-08-09 16:31:09
usr_0332;332;1;9900.0;2026-08-12 06:44:05;2026-08-12 06:44:05
usr_0333;333;1;6490.0;2026-08-08 18:25:13;2026-08-08 18:25:13
usr_0334;334;2;19900.0;2026-08-07 11:16:14;2026-08-07 11:16:14
usr_0335;335;2;9900.0;2026-08-09 16:07:42;2026-08-09 16:07:42
usr_0336;336;2;9900.0;2026-08-09 13:48:41;2026-08-09 13:48:41
usr_0337;337;1;7475.0;2026-09-09 15:41:19;2026-09-09 15:41:19
usr_0338;338;2;14950.0;2026-08-23 06:47:37;2026-08-23 06:47:37
usr_0339;339;1;6450.0;2026-08-11 12:22:26;2026-08-11 12:22:26
usr_0340;340;2;11950.0;2026-08-29 09:29:52;2026-08-29 09:29:52
