lead_id;user_id;post_id;campaign_id;channel_id;lead_timestamp;status;is_synthetic
lead_0034;usr_0033;1833;camp_start_discount_55;ch_postupashki_main;2026-08-07 01:44:24.271;converted;True
lead_0035;usr_0034;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-30 18:00:35.730;converted;True
lead_0036;unstitched_0036;1877;camp_bigtech_internships;ch_postupashki_main;2026-09-02 12:18:36.307;unstitched;True
lead_0037;usr_0036;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-08 04:06:43.926;converted;True
lead_0038;unstitched_0038;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 16:57:25.987;unstitched;True
lead_0039;unstitched_0039;1833;camp_start_discount_55;ch_postupashki_main;2026-08-09 07:46:42.645;unstitched;True
lead_0040;usr_0039;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-27 10:35:42.955;converted;True
lead_0041;unstitched_0041;1836;camp_start_discount_55;ch_postupashki_main;2026-08-08 10:18:19.957;unstitched;True
lead_0042;usr_0041;1843;camp_warmup;ch_postupashki_main;2026-08-12 06:23:24.927;converted;True
lead_0043;usr_0042;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-05 19:25:44.982;converted;True
lead_0044;unstitched_0044;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 00:18:35.276;unstitched;True
lead_0045;unstitched_0045;1880;camp_bigtech_internships;ch_postupashki_main;2026-09-05 13:17:39.235;unstitched;True
lead_0046;usr_0045;1846;camp_warmup;ch_postupashki_main;2026-08-12 23:33:30.982;converted;True
lead_0047;unstitched_0047;1843;camp_warmup;ch_postupashki_main;2026-08-11 01:50:15.898;unstitched;True
lead_0048;unstitched_0048;1833;camp_start_discount_55;ch_postupashki_main;2026-08-07 12:12:24.785;unstitched;True
lead_0049;usr_0048;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 17:18:49.060;converted;True
lead_0050;usr_0049;1880;camp_bigtech_internships;ch_postupashki_main;2026-09-06 08:46:46.771;converted;True
lead_0051;usr_0050;1875;camp_bigtech_internships;ch_postupashki_main;2026-09-01 03:38:14.358;converted;True
lead_0052;usr_0051;1881;camp_bigtech_internships;ch_postupashki_main;2026-09-05 14:52:13.839;converted;True
lead_0053;unstitched_0053;1838;camp_start_discount_55;ch_postupashki_main;2026-08-10 05:29:58.755;unstitched;True
lead_0054;usr_0053;1836;camp_start_discount_55;ch_postupashki_main;2026-08-08 01:26:55.747;converted;True
lead_0055;usr_0054;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 08:02:45.999;converted;True
lead_0056;usr_0055;1881;camp_bigtech_internships;ch_postupashki_main;2026-09-06 07:00:34.358;converted;True
lead_0057;unstitched_0057;1880;camp_bigtech_internships;ch_postupashki_main;2026-09-04 21:13:39.032;unstitched;True
lead_0058;usr_0057;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 06:16:38.868;converted;True
lead_0059;unstitched_0059;1836;camp_start_discount_55;ch_postupashki_main;2026-08-09 06:26:38.346;unstitched;True
lead_0060;unstitched_0060;1880;camp_bigtech_internships;ch_postupashki_main;2026-09-05 11:11:24.293;unstitched;True
lead_0061;unstitched_0061;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 00:37:34.352;unstitched;True
lead_0062;usr_0061;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-27 13:34:12.214;converted;True
lead_0063;usr_0062;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 21:42:42.362;converted;True
lead_0064;unstitched_0064;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 02:01:52.385;unstitched;True
lead_0065;usr_0063;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-06 04:24:38.556;converted;True
lead_0066;usr_0064;1836;camp_start_discount_55;ch_postupashki_main;2026-08-09 03:18:44.358;converted;True
lead_0067;usr_0065;1837;camp_start_discount_55;ch_postupashki_main;2026-08-09 01:53:15.513;converted;True
lead_0068;unstitched_0068;1844;camp_warmup;ch_postupashki_main;2026-08-12 13:25:29.064;unstitched;True
lead_0069;usr_0067;1838;camp_start_discount_55;ch_postupashki_main;2026-08-09 07:58:35.192;converted;True
lead_0070;usr_0067;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-03 18:24:14.472;converted;True
lead_0071;unstitched_0071;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-08 05:03:10.436;unstitched;True
lead_0072;usr_0069;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-21 13:14:14.390;converted;True
lead_0073;usr_0070;1855;camp_warmup;ch_postupashki_main;2026-08-18 16:26:02.729;converted;True
lead_0074;usr_0071;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 14:19:34.709;converted;True
lead_0075;usr_0072;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-07 05:14:11.018;converted;True
lead_0076;unstitched_0076;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 07:50:06.128;unstitched;True
lead_0077;usr_0074;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-05 10:34:12.593;converted;True
lead_0078;unstitched_0078;1854;camp_warmup;ch_postupashki_main;2026-08-18 06:30:57.248;unstitched;True
lead_0079;usr_0076;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-29 02:00:57.961;converted;True
lead_0080;usr_0077;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-30 06:40:55.794;converted;True
lead_0081;usr_0078;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-06 22:27:23.853;converted;True
lead_0082;usr_0079;1846;camp_warmup;ch_postupashki_main;2026-08-13 01:58:58.923;converted;True
lead_0083;usr_0080;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-07 12:37:34.818;converted;True
lead_0084;usr_0081;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-30 03:58:27.068;converted;True
lead_0085;usr_0082;1840;camp_start_discount_55;ch_postupashki_main;2026-08-10 07:59:54.914;converted;True
lead_0086;usr_0083;1837;camp_start_discount_55;ch_postupashki_main;2026-08-10 06:05:57.339;converted;True
lead_0087;usr_0084;1837;camp_start_discount_55;ch_postupashki_main;2026-08-09 07:28:48.915;converted;True
lead_0088;usr_0085;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-24 06:45:49.200;converted;True
lead_0089;usr_0086;1837;camp_start_discount_55;ch_postupashki_main;2026-08-09 21:05:54.379;converted;True
lead_0090;unstitched_0090;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 05:55:31.456;unstitched;True
lead_0091;usr_0088;1875;camp_bigtech_internships;ch_postupashki_main;2026-09-01 13:07:16.280;converted;True
lead_0092;unstitched_0092;1833;camp_start_discount_55;ch_postupashki_main;2026-08-07 16:30:13.181;unstitched;True
lead_0093;usr_0090;1872;camp_bigtech_internships;ch_postupashki_main;2026-08-29 17:04:08.699;converted;True
lead_0094;unstitched_0094;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 21:39:00.023;unstitched;True
lead_0095;usr_0092;1857;camp_warmup;ch_postupashki_main;2026-08-21 02:52:37.592;converted;True
lead_0096;usr_0093;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 10:46:03.094;converted;True
lead_0097;unstitched_0097;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-03 12:04:26.233;unstitched;True
lead_0098;usr_0095;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 01:43:24.740;converted;True
lead_0099;unstitched_0099;1836;camp_start_discount_55;ch_postupashki_main;2026-08-07 21:11:51.944;unstitched;True
lead_0100;unstitched_0100;1881;camp_bigtech_internships;ch_postupashki_main;2026-09-05 03:48:40.058;unstitched;True
lead_0101;usr_0098;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 09:17:31.518;converted;True
lead_0102;usr_0099;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-28 00:21:40.631;converted;True
lead_0103;usr_0100;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-07 08:04:45.859;converted;True
lead_0104;usr_0101;1856;camp_warmup;ch_postupashki_main;2026-08-19 09:22:55.501;converted;True
lead_0105;usr_0102;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-07 04:26:19.278;converted;True
lead_0106;usr_0103;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 09:15:33.333;converted;True
lead_0107;usr_0104;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 09:28:03.633;converted;True
lead_0108;unstitched_0108;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-05 23:46:19.454;unstitched;True
lead_0109;usr_0106;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 22:47:55.654;converted;True
lead_0110;usr_0107;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 01:33:28.399;converted;True
lead_0111;usr_0108;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-08 01:10:30.184;converted;True
lead_0112;usr_0109;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 23:40:38.486;converted;True
lead_0113;usr_0110;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-06 21:59:02.952;converted;True
lead_0114;unstitched_0114;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 21:20:53.865;unstitched;True
lead_0115;unstitched_0115;1840;camp_start_discount_55;ch_postupashki_main;2026-08-10 12:01:53.344;unstitched;True
lead_0116;unstitched_0116;1881;camp_bigtech_internships;ch_postupashki_main;2026-09-05 14:37:30.804;unstitched;True
lead_0117;usr_0114;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 19:08:02.006;converted;True
lead_0118;usr_0115;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 02:12:31.102;converted;True
lead_0119;usr_0116;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-25 07:52:27.738;converted;True
lead_0120;usr_0117;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-05 03:15:07.873;converted;True
lead_0121;unstitched_0121;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-21 10:34:40.285;unstitched;True
lead_0122;unstitched_0122;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-06 17:10:45.148;unstitched;True
lead_0123;usr_0120;1833;camp_start_discount_55;ch_postupashki_main;2026-08-06 22:50:34.499;converted;True
lead_0124;usr_0121;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 13:12:58.005;converted;True
lead_0125;unstitched_0125;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-26 03:50:14.800;unstitched;True
lead_0126;usr_0123;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-08 21:17:02.464;converted;True
lead_0127;unstitched_0127;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-03 14:40:48.797;unstitched;True
lead_0128;usr_0125;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-06 05:36:26.226;converted;True
lead_0129;unstitched_0129;1829;camp_warmup;ch_postupashki_main;2026-08-04 03:39:52.758;unstitched;True
lead_0130;usr_0127;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-05 11:53:38.737;converted;True
lead_0131;usr_0128;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 12:23:49.889;converted;True
lead_0132;usr_0129;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 09:35:03.623;converted;True
lead_0133;unstitched_0133;1848;camp_warmup;ch_postupashki_main;2026-08-14 03:10:17.950;unstitched;True
lead_0134;usr_0131;1876;camp_warmup;ch_postupashki_main;2026-08-03 07:04:45.693;converted;True
lead_0135;usr_0132;1845;camp_warmup;ch_postupashki_main;2026-08-12 20:51:17.260;converted;True
lead_0136;unstitched_0136;1848;camp_warmup;ch_postupashki_main;2026-08-14 18:55:05.814;unstitched;True
lead_0137;unstitched_0137;1872;camp_bigtech_internships;ch_postupashki_main;2026-08-29 12:11:26.699;unstitched;True
lead_0138;usr_0135;1833;camp_start_discount_55;ch_postupashki_main;2026-08-07 19:26:02.443;converted;True
lead_0139;unstitched_0139;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-26 01:24:10.103;unstitched;True
lead_0140;unstitched_0140;1829;camp_warmup;ch_postupashki_main;2026-08-04 00:37:07.880;unstitched;True
lead_0141;unstitched_0141;1836;camp_start_discount_55;ch_postupashki_main;2026-08-08 23:40:13.219;unstitched;True
lead_0142;usr_0138;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-25 07:14:06.256;converted;True
lead_0143;usr_0139;1875;camp_bigtech_internships;ch_postupashki_main;2026-09-01 17:48:45.567;converted;True
lead_0144;usr_0140;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-24 13:31:34.528;converted;True
lead_0145;usr_0141;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 10:02:03.012;converted;True
lead_0146;usr_0142;1840;camp_start_discount_55;ch_postupashki_main;2026-08-11 13:03:53.686;converted;True
lead_0147;unstitched_0147;1849;camp_warmup;ch_postupashki_main;2026-08-15 19:25:51.743;unstitched;True
lead_0148;usr_0144;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-28 10:18:24.440;converted;True
lead_0149;unstitched_0149;1875;camp_bigtech_internships;ch_postupashki_main;2026-09-01 04:22:02.082;unstitched;True
lead_0150;usr_0145;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-30 08:05:24.209;converted;True
lead_0151;usr_0146;1856;camp_warmup;ch_postupashki_main;2026-08-19 14:29:04.796;converted;True
lead_0152;usr_0147;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 12:48:27.861;converted;True
lead_0153;unstitched_0153;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 10:57:30.828;unstitched;True
lead_0154;usr_0149;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 00:39:29.765;converted;True
lead_0155;unstitched_0155;1880;camp_bigtech_internships;ch_postupashki_main;2026-09-05 23:28:00.183;unstitched;True
lead_0156;usr_0151;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-06 06:49:56.180;converted;True
lead_0157;usr_0152;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 10:27:32.888;converted;True
lead_0158;unstitched_0158;1846;camp_warmup;ch_postupashki_main;2026-08-12 08:48:20.164;unstitched;True
lead_0159;usr_0154;1880;camp_bigtech_internships;ch_postupashki_main;2026-09-06 04:31:21.601;converted;True
lead_0160;usr_0155;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 21:35:14.902;converted;True
lead_0161;usr_0155;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 01:38:34.370;converted;True
lead_0162;usr_0156;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-21 20:44:49.185;converted;True
lead_0163;unstitched_0163;1872;camp_bigtech_internships;ch_postupashki_main;2026-08-29 18:59:00.842;unstitched;True
lead_0164;usr_0158;1837;camp_start_discount_55;ch_postupashki_main;2026-08-09 06:52:26.850;converted;True
lead_0165;usr_0159;1829;camp_warmup;ch_postupashki_main;2026-08-05 00:17:55.917;converted;True
lead_0166;usr_0160;1833;camp_start_discount_55;ch_postupashki_main;2026-08-07 14:02:36.438;converted;True
lead_0167;usr_0161;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 13:22:22.509;converted;True
lead_0168;usr_0162;1848;camp_warmup;ch_postupashki_main;2026-08-15 09:56:12.687;converted;True
lead_0169;unstitched_0169;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-24 15:19:13.090;unstitched;True
lead_0170;usr_0164;1837;camp_start_discount_55;ch_postupashki_main;2026-08-10 07:32:21.460;converted;True
lead_0171;usr_0165;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-24 08:06:26.576;converted;True
lead_0172;usr_0166;1830;camp_warmup;ch_postupashki_main;2026-08-05 14:52:18.301;converted;True
lead_0173;usr_0167;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 03:10:34.163;converted;True
lead_0174;usr_0168;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-25 03:18:18.562;converted;True
lead_0175;usr_0169;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 09:22:20.502;converted;True
lead_0176;usr_0170;1843;camp_warmup;ch_postupashki_main;2026-08-11 00:35:41.919;converted;True
lead_0177;usr_0171;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 09:41:04.495;converted;True
lead_0178;usr_0172;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 09:18:19.658;converted;True
lead_0179;usr_0173;1840;camp_start_discount_55;ch_postupashki_main;2026-08-10 03:16:42.772;converted;True
lead_0180;unstitched_0180;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 14:38:25.769;unstitched;True
lead_0181;usr_0175;1845;camp_warmup;ch_postupashki_main;2026-08-12 08:59:56.633;converted;True
lead_0182;usr_0176;1836;camp_start_discount_55;ch_postupashki_main;2026-08-08 13:51:19.639;converted;True
lead_0183;unstitched_0183;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-27 15:39:07.434;unstitched;True
lead_0184;unstitched_0184;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-24 13:42:07.671;unstitched;True
lead_0185;usr_0179;1843;camp_warmup;ch_postupashki_main;2026-08-11 21:50:26.068;converted;True
lead_0186;usr_0180;1881;camp_bigtech_internships;ch_postupashki_main;2026-09-06 14:32:06.867;converted;True
lead_0187;usr_0181;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 09:38:32.254;converted;True
lead_0188;usr_0182;1875;camp_bigtech_internships;ch_postupashki_main;2026-09-01 18:14:40.323;converted;True
lead_0189;unstitched_0189;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 08:02:33.388;unstitched;True
lead_0190;unstitched_0190;1836;camp_start_discount_55;ch_postupashki_main;2026-08-09 03:05:17.172;unstitched;True
lead_0191;usr_0185;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-26 04:51:59.072;converted;True
lead_0192;usr_0186;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 11:58:41.735;converted;True
lead_0193;unstitched_0193;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 04:02:16.027;unstitched;True
lead_0194;usr_0188;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-05 15:43:20.229;converted;True
lead_0195;unstitched_0195;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-30 16:54:29.562;unstitched;True
lead_0196;unstitched_0196;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-08 06:29:08.089;unstitched;True
lead_0197;usr_0191;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-26 01:41:44.927;converted;True
lead_0198;usr_0192;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 18:20:19.861;converted;True
lead_0199;unstitched_0199;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-05 14:39:48.211;unstitched;True
lead_0200;unstitched_0200;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 03:57:32.346;unstitched;True
lead_0201;usr_0195;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-30 15:29:41.048;converted;True
lead_0202;usr_0196;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-08 14:18:35.397;converted;True
lead_0203;usr_0197;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-02 20:34:08.470;converted;True
lead_0204;usr_0198;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 15:14:23.269;converted;True
lead_0205;unstitched_0205;1857;camp_warmup;ch_postupashki_main;2026-08-21 03:44:52.294;unstitched;True
lead_0206;usr_0200;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-20 22:01:05.515;converted;True
lead_0207;unstitched_0207;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 13:31:14.309;unstitched;True
lead_0208;usr_0202;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-24 21:19:37.018;converted;True
lead_0209;usr_0203;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 04:15:29.959;converted;True
lead_0210;usr_0204;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-06 01:17:31.230;converted;True
lead_0211;unstitched_0211;1877;camp_bigtech_internships;ch_postupashki_main;2026-09-02 00:55:06.610;unstitched;True
lead_0212;usr_0206;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 12:45:56.084;converted;True
lead_0213;usr_0207;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 07:25:57.713;converted;True
lead_0214;usr_0208;1846;camp_warmup;ch_postupashki_main;2026-08-12 00:41:57.452;converted;True
lead_0215;usr_0209;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-23 00:28:21.261;converted;True
lead_0216;usr_0210;1878;camp_bigtech_internships;ch_postupashki_main;2026-09-04 04:25:10.401;converted;True
lead_0217;usr_0211;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 05:23:14.043;converted;True
lead_0218;usr_0212;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-08 05:07:00.023;converted;True
lead_0219;usr_0213;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 05:20:59.278;converted;True
lead_0220;unstitched_0220;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-07 09:13:25.786;unstitched;True
lead_0221;usr_0215;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 04:00:16.583;converted;True
lead_0222;usr_0216;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-22 23:48:05.349;converted;True
lead_0223;unstitched_0223;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 16:53:05.541;unstitched;True
lead_0224;unstitched_0224;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-20 20:38:51.411;unstitched;True
lead_0225;usr_0219;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-28 08:28:24.679;converted;True
lead_0226;unstitched_0226;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-21 16:04:53.001;unstitched;True
lead_0227;usr_0221;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-21 12:05:41.838;converted;True
lead_0228;usr_0222;1829;camp_warmup;ch_postupashki_main;2026-08-04 18:43:43.832;converted;True
lead_0229;usr_0223;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 21:25:51.619;converted;True
lead_0230;usr_0224;1893;camp_free_analytics_nosql;ch_postupashki_main;2026-09-09 02:20:24.009;converted;True
lead_0231;usr_0225;1829;camp_warmup;ch_postupashki_main;2026-08-04 06:51:47.617;converted;True
lead_0232;unstitched_0232;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 12:38:38.005;unstitched;True
lead_0233;unstitched_0233;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 01:31:24.898;unstitched;True
lead_0234;usr_0228;1837;camp_start_discount_55;ch_postupashki_main;2026-08-08 01:13:01.028;converted;True
lead_0235;usr_0228;1887;camp_free_analytics_nosql;ch_postupashki_main;2026-09-05 09:26:17.746;converted;True
lead_0236;usr_0229;1846;camp_warmup;ch_postupashki_main;2026-08-12 05:44:40.503;converted;True
lead_0237;usr_0229;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-21 20:45:49.585;converted;True
lead_0238;usr_0230;1877;camp_bigtech_internships;ch_postupashki_main;2026-09-01 15:27:08.356;converted;True
lead_0239;usr_0231;1875;camp_bigtech_internships;ch_postupashki_main;2026-08-31 15:06:08.855;converted;True
lead_0240;unstitched_0240;1833;camp_start_discount_55;ch_postupashki_main;2026-08-08 09:12:11.845;unstitched;True
lead_0241;usr_0233;1833;camp_start_discount_55;ch_postupashki_main;2026-08-07 09:09:07.322;converted;True
lead_0242;usr_0234;1843;camp_warmup;ch_postupashki_main;2026-08-10 23:34:20.173;converted;True
lead_0243;usr_0235;1859;camp_pro_ai_ml;ch_postupashki_main;2026-08-21 20:43:08.065;converted;True
lead_0244;usr_0236;1869;camp_pro_ai_ml;ch_postupashki_main;2026-08-28 15:15:10.028;converted;True
